start_time,end_time,communicative_status_explanation,communicative_status,information_level_explanation,information_level,uncertainty_explanation,uncertainty,utterance_type_explanation,utterance_type,discursive_act_explanation,discursive_act,session,level,msg_idx,speaker,utterance
00:05:30.660,00:05:32.160,The statement 'Okay now uh Imma move this up.' conveys the intended action successfully despite hesitation ('uh').,Success,"This utterance is task-related, indicating a planned action to move something within the game to progress.",Task-Related,"The use of 'uh' implies a slight hesitation, indicating uncertainty.",Hedging,"The speaker indicates a future action they will perform ('move this up'). As Blue informs Orange of their intention with a subjunctive directive implication, it classifies under an imperative (I).",Imperative,"Blue updates their own action status, indicating they will move something.",Confirmation/Status Marker,2,Course1_Level4,200,Blue,Okay now uh Imma move this up.
00:05:32.520,00:05:33.600,"The instruction 'And now shoot a portal down there.' is clear and complete, successfully conveying the action to be taken.",Success,Giving instructions related to the task by telling where to shoot a portal.,Task-Related,This is a command with no expressed uncertainty or certainty.,None,"This is another instruction, starting with 'shoot a portal,' which directly asks for an action. It's imperative (I).",Imperative,"Blue gives another instruction to shoot a portal, making it a Directive.",Directive,2,Course1_Level4,201,Blue,And now shoot a portal down there.
00:05:34.620,00:05:35.500,"The response 'Oh, I see.' is clear and indicates understanding, fully conveying its intended meaning.",Success,"Orange's response indicates a realization or understanding of the task now, managing conversation flow by acknowledging what needs to happen next.",Communication Management,Simple acknowledgment with no expressed uncertainty or certainty.,None,"'Oh, I see' seems to be a partial acknowledgment, expressing understanding. It is fragmentary and non-sentential (Ns), providing feedback and does not have an actionable or directive element.",Non-Sentential / Listener Response,Orange acknowledges understanding of the portal setup situation.,Assertion,2,Course1_Level4,202,Orange,"Oh, I see."
00:05:35.540,00:05:36.820,"The speaker hesitates and then redirects the instruction abruptly, indicating self-correction.",Correction,"Blue is instructing Orange to go through a portal, which is a planning/action execution statement.",Task-Related,The instruction given does not show uncertainty or certainty.,None,This is an imperative instruction to go through the portal.,Imperative,"This is a directive for Orange to go through the portal, which classifies it as Dir.",Directive,2,Course1_Level4,203,Blue,Okay now -- now go through the portal.
00:05:37.330,00:05:38.180,The statement is clear and expresses a complete thought.,Success,"Blue is expressing a personal evaluation that it doesn't matter, which may indicate doubt or a change of strategy.",Affective Evaluation,"The use of ""I don't think"" implies uncertainty.",Hedging,"Expresses a belief about the importance of the action, can be evaluated as true or false.",Proposition,Blue is speculating about the importance of the previous action.,Speculation,2,Course1_Level4,204,Blue,"Oh, I don't think it even matters."
00:05:38.200,00:05:39.140,The statement is clear and successfully communicates the idea.,Success,Expresses Blue's belief or evaluation about the necessity of the previous action.,Affective Evaluation,"The use of ""probably"" signals hedging and uncertainty.",Hedging,"Makes a claim about what could have been done, evaluable as true or false.",Proposition,"The utterance suggests an alternative action, indicating it is an Opt (Offer/Option).",Offer/Option,2,Course1_Level4,205,Blue,You probably could have just went through.
00:05:40.280,00:05:40.740,"The utterance is an incomplete expression of surprise, indicated by trailing off.",Abandoned,"Orange is expressing confusion, seeking clarification, which affects the conversational flow, so it has a Tc label.",Communication Management,An expression of surprise without expressing uncertainty or certainty.,None,"'Wait, what the heck' is an exclamation expressing surprise or confusion.",Exclamation,"The utterance shows an emotional reaction to a situation, possibly confusion or surprise, classifying it as an expressive act.",Expressive,2,Course1_Level4,206,Orange,"Wait, what the heck."
00:05:40.780,00:05:41.520,The question clearly communicates the speaker's confusion.,Success,"Orange is describing their current trapped state, which is about the mutable game environment.",World State,"A direct question indicating current status or position, without hedging.",None,The utterance is a question asking for information on the speaker's position.,Query,"Orange is asking for information about being stuck, classifying this as Inf (Request for Information).",Request for Information,2,Course1_Level4,207,Orange,Where am I stuck?
00:05:42.540,00:05:43.560,The statement is complete and expresses a clear opinion.,Success,"Blue is expressing a belief that an action was unnecessary, which reflects an evaluative perspective.",Affective Evaluation,"The phrase ""I don't think"" indicates uncertainty on Blue's part.",Hedging,It expresses a belief or statement about the necessity of an action.,Proposition,"Blue is suggesting that an action may be unnecessary, making it a statement of speculation.",Speculation,2,Course1_Level4,208,Blue,I don't think you even need to do that.
00:05:43.600,00:05:44.780,"The speaker begins with a hesitation but ultimately changes the instruction, indicating self-correction.",Correction,"Blue is telling Orange to remove a portal, which is a directive related to the task strategy.",Task-Related,The initial 'Wait uh' signals hesitation and uncertainty.,Hedging,"'Wait uh just remove your portal' is fragmented but ultimately serves as a command that was preceded by a hesitation, making it also a non-sentential construct.","Imperative, Non-Sentential / Listener Response",The utterance is a directive for Orange to remove a portal.,Directive,2,Course1_Level4,209,Blue,Wait uh just remove your portal.
00:05:45.760,00:05:46.080,The acknowledgment is clear and complete.,Success,"Orange is acknowledging Blue's instruction, which helps manage the conversational flow.",Communication Management,Simple acknowledgment or agreement without displaying uncertainty or certainty.,None,"'Uh-huh' is a non-sentential acknowledgment, signaling understanding or agreement.",Non-Sentential / Listener Response,Orange acknowledges the previous directive to remove the portal.,Acknowledgement,2,Course1_Level4,210,Orange,Uh-huh.
00:05:47.340,00:05:47.980,The utterance 'Um.' suggests hesitation that leads to an abandoned thought. It ends without further speech.,Abandoned,The utterance 'Um' is incomplete and lacks context for classification.,Not Enough Information,"'Um' is a filler with no expressed uncertainty in context, so it falls under 'N' as it does not fit 'Uh' criterion.",None,This is a non-sentential engaged hesitation.,Non-Sentential / Listener Response,"The utterance 'Um' expresses hesitation or contemplation and does not convey any task-related information, nor a clear function.",Expressive,2,Course1_Level4,211,Orange,Um.
00:05:47.460,00:05:49.560,"The speaker starts with 'Remove the red --', suggests hesitation, then attempts to correct or rephrase with 'just remove the red portal.' Cor is True due to rephrasing.",Correction,Blue is reiterating task-related instructions to remove a specific portal.,Task-Related,"The directive to 'remove the red portal' is a straightforward command, not indicating any uncertainty.",None,It is a repetition with an imperative to remove the red portal.,"Repetition, Imperative",Blue is directing Orange to remove the red portal with the imperative 'remove the red portal.' This is a directive.,Directive,2,Course1_Level4,212,Blue,Remove the red -- just remove the red portal.
00:05:50.040,00:05:50.640,The utterance 'Yeah put it on like --' indicates an abandoned thought as it ends with '--' without completion.,Abandoned,"The utterance suggests an action but is incomplete, indicating a task-related intent but lacking full context.","Task-Related, Not Enough Information",'Yeah put it on like --' is open-ended but leans towards giving instructions without unfinished statement elements providing context for uncertainty.,None,"It's fragmentary but suggests placing a portal, probably continuing from 212.",Non-Sentential / Listener Response,"Blue suggests where the portal should be placed ('put it on like'), indicating it's a suggestion or option. The unfinished thought implies an offer or option.",Offer/Option,2,Course1_Level4,213,Blue,Yeah put it on like --
00:05:51.720,00:05:51.900,The single word 'Put --' ending with '--' indicates an abandoned thought.,Abandoned,"The utterance starts a command but is incomplete, suggesting a task-related context.","Task-Related, Not Enough Information","The utterance 'Put --' lacks enough information and is incomplete, falling under 'Ni' as it's unclear what the speaker intended to say fully.",Not Enough Information,The utterance is incomplete and lacks enough information to determine the category.,"Non-Sentential / Listener Response, Not Enough Information",The incomplete utterance 'Put --' heavily implies a suggestion but lacks sufficient context to determine its exact intent.,"Offer/Option, Not Enough Information",2,Course1_Level4,214,Blue,Put --
00:05:54.300,00:05:54.820,The initial phrase 'Cause I’m pretty sure --' suggests an incomplete thought that isn't finished.,Abandoned,"The utterance appears to express an intent to explain or provide reasoning, but it is unfinished.",Not Enough Information,"The phrase 'I’m pretty sure' indicates hedging as it expresses certainty but with some degree of doubt, falling under 'Uh'.",Hedging,"The utterance is incomplete with no further context provided, making it unclear.","Non-Sentential / Listener Response, Not Enough Information","The sentence 'Cause I'm pretty sure --' is incomplete, suggesting a speculation, but lacks sufficient context.",Not Enough Information,2,Course1_Level4,215,Blue,Cause I’m pretty sure --
00:05:54.360,00:05:55.260,"'Wait, what are we doing?' is a successfully communicated question.",Success,"Orange is asking for clarification on the task, managing conversational flow.",Communication Management,"'Wait, what are we doing?' is a straightforward question asking for information, with no additional hedging or certainty.",None,This is a query asking for clarification on current actions.,Query,"Orange asks a direct question about the current task, seeking information about what they're doing.",Request for Information,2,Course1_Level4,216,Orange,"Wait, what are we doing?"
00:05:54.860,00:05:56.600,"The question 'Wait, do you die of fall damage if you drop that?' is complete and successfully communicates its intent.",Success,"Blue is asking about a game mechanic related to fall damage, a fixed game rule.",World Rules,"'Do you die of fall damage if you drop that?' is a neutral question without hedging, fitting 'N'.",None,This is a query asking about the consequences of an action.,Query,"Blue is asking a question about the game mechanics, specifically inquiring about fall damage, which is a request for information.",Request for Information,2,Course1_Level4,217,Blue,"Wait, do you die of fall damage if you drop that?"
00:05:56.620,00:05:57.260,"'Can you drop down?' is a clear and complete request, hence successfully communicated.",Success,"Blue is suggesting or questioning the execution of an action, related to the task.",Task-Related,"'Can you drop down?' is a direct question, conveying neither certainty nor uncertainty.",None,This is an imperative requesting an action.,Imperative,Blue asks 'Can you drop down?' which implies a suggestion or option for action.,Offer/Option,2,Course1_Level4,218,Blue,Can you drop down?
00:05:58.360,00:05:59.280,"Straightforward command, clearly communicated.",Success,"A direct command related to task execution, telling a player to go down.",Task-Related,This is a command without expressed certainty or uncertainty.,None,The utterance is a command instructing to go down.,Imperative,The speaker issues a command to descend.,Directive,2,Course1_Level4,219,Orange,Go down.
00:05:59.280,00:05:59.800,"Simple and clear statement, expressing intention to observe or proceed.",Success,"'Let's see' indicates a plan to figure out something or observe the outcome of an action, related to task execution.",Task-Related,"""Let's see"" implies a degree of uncertainty about the next steps.",Hedging,"The utterance suggests they are about to take an action or observe something, ""Let's see"" can imply intent to propose an observation.",Proposition,"The speaker indicates readiness to observe the outcome, marking a status change as they agree to move forward with the action.",Confirmation/Status Marker,2,Course1_Level4,220,Orange,Let's see.
00:06:00.860,00:06:01.220,"A short, affirmative response, clear in context.",Success,An acknowledgment or confirmation used to ensure smooth communication flow.,Communication Management,"""Okay"" is a neutral response indicating acknowledgment.",None,"""Okay"" is a non-sentential expression showing agreement or acknowledgment.",Non-Sentential / Listener Response,The speaker acknowledges the previous utterance.,Acknowledgement,2,Course1_Level4,221,Blue,Okay.
00:06:00.860,00:06:01.500,"Expresses a spontaneous reaction to an event, clear and complete.",Success,"Expressing surprise or a mild frustration, indicating an emotional reaction to something that happened.",Affective Evaluation,"An expression of surprise or error, but not linked to confidence assessment.",None,"""Oh, shoot"" is an exclamation expressing surprise or frustration.",Exclamation,"The speaker expresses frustration or realization, indicating an expressive emotional reaction to an unexpected game event.",Expressive,2,Course1_Level4,222,Orange,"Oh, shoot."
00:06:03.160,00:06:03.400,"A single word expressing hesitation or the need to pause, clear in gaming context.",Success,"'Wait' is used to manage the conversation flow, pausing the interaction.",Communication Management,"""Wait"" seems to indicate a pause or incomplete thought.",Not Enough Information,"""Wait"" is used as a command to pause or stop an action.",Imperative,The utterance 'Wait.' does not provide enough context without additional dialogue.,Not Enough Information,2,Course1_Level4,223,Orange,Wait.
00:06:05.260,00:06:06.420,"Starts a question, but it's abandoned and corrected mid-sentence.","Abandoned, Correction","Seeking clarification or strategizing about how to proceed with an action, related to task execution.",Task-Related,"This is phrased as a question, indicating a lack of certainty but is more about seeking information.",None,The utterance is a question about how to perform an action.,Query,"The speaker is asking a question about how to proceed, indicating a request for information about the game action.",Request for Information,2,Course1_Level4,224,Orange,How am I gonna doing it?
00:06:05.700,00:06:06.720,Effectively states certainty about a course of action.,Success,"The speaker is asserting a belief about game mechanics ('Oh yeah, I'm pretty sure') and suggesting an action that could be part of a task.","World Rules, Task-Related","""I'm pretty sure"" shows a level of confidence, making it Uc.",Certainty,The utterance is a proposition offering a belief that the other can go down without danger.,Proposition,"The speaker is suggesting an option to the partner, indicating a level of confidence that descending is safe.",Offer/Option,2,Course1_Level4,225,Blue,"Oh yeah, I'm pretty sure you can just go down."
00:06:06.740,00:06:08.180,Conveys a clear instruction that is complete and understandable.,Success,"Giving advice on what action to avoid in terms of task execution, with an implicit understanding of game mechanics about portals.","World Rules, Task-Related",A neutral imperative sentence without indication of confidence level.,None,"The start of the utterance is a command ('Just don't walk'), and the whole utterance can be considered a cautionary statement or proposition about avoiding the red portal.","Proposition, Imperative",The speaker gives a directive to avoid walking into the red portal.,Directive,2,Course1_Level4,226,Blue,Just don't walk into your red portal.
00:06:08.960,00:06:09.600,Clear and complete acknowledgment.,Success,"Orange acknowledges Blue's advice, managing conversational flow.",Communication Management,Simple acknowledgment without any expressed certainty or uncertainty.,None,"The repetition of ""Okay, okay"" is a non-sentential acknowledgement or backchannel.",Non-Sentential / Listener Response,Orange acknowledges Blue's directive.,Acknowledgement,2,Course1_Level4,227,Orange,"Okay, okay."
00:06:11.580,00:06:12.080,"The repetition is for emphasis, meaning is conveyed.",Success,Orange manages the conversational flow by asking the speaker to pause.,Communication Management,This utterance is an expression of interruption or urgency without expressed uncertainty or certainty.,None,"The repetition of ""Wait, wait, wait"" is a non-sentential fragment expressing hesitation or pausing.",Non-Sentential / Listener Response,"Orange expresses an emotional or interjective response, likely surprise or hesitation.",Expressive,2,Course1_Level4,228,Orange,"Wait, wait, wait."
00:06:12.840,00:06:13.940,Contains hesitation and displaced speech for rephrasing thought.,Correction,"Orange asks for clarification regarding task-related information, managing communication to ensure understanding.","Task-Related, Communication Management",This is a question that does not inherently express uncertainty or certainty.,None,"The phrase ""What -- what about it?"" is a direct question seeking information.",Query,Orange seeks clarification about the previous directive given by Blue.,Request for Clarification,2,Course1_Level4,229,Orange,What -- what about it?
00:06:13.900,00:06:14.720,Sentence ends abruptly with '--' indicating abandonment.,Abandoned,"Blue indicates they're about to provide a new piece of information, managing turn-taking but not giving enough context to understand the task.",Communication Management,"The speaker hesitates and uses 'uh', showing uncertainty.",Hedging,"The phrase ""Okay, wait uh --"" is a non-sentential hesitation.",Non-Sentential / Listener Response,Uncertain utterance; appears to be acknowledgment but lacks context for full classification.,"Acknowledgement, Not Enough Information",2,Course1_Level4,230,Blue,"Okay, wait uh --"
00:06:15.300,00:06:16.060,Instruction is complete and successfully communicated.,Success,Provides a task-related command to Orange to proceed through a specific path.,Task-Related,This is a command without any expressed certainty or uncertainty.,None,"The phrase ""Go all the way through."" is an imperative, which is instructing an action to be taken.",Imperative,Blue gives a clear directive to go all the way through.,Directive,2,Course1_Level4,231,Blue,Go all the way through.
00:06:16.100,00:06:17.320,"Ends with '--', indicating an interrupted or abandoned thought.",Abandoned,Continues providing task-related instructions to move to the other side safely.,Task-Related,The statement is a direction that does not show uncertainty or excessive confidence.,None,"The phrase is an instruction (""go all the way to the other side, but don't --""), it remains an imperative.",Imperative,Continues the directive from 231 with additional clarification.,"Directive, Justification",2,Course1_Level4,232,Blue,"Yeah, go all the way to the other side, but don't --"
00:06:18.400,00:06:19.560,Complete and successfully communicated directive.,Success,Blue confirms the task-related direction for Orange to move.,Task-Related,Repetition of instructions without any indication of certainty or uncertainty.,None,The phrase contains part imperative and is also non-sentential in nature with 'yeah.',"Imperative, Non-Sentential / Listener Response",Further clarifies the directive given in 232.,"Directive, Justification",2,Course1_Level4,233,Blue,"Yeah, go to that side, yeah."
00:06:20.340,00:06:21.400,Clearly asked question confirming action plan.,Success,"Orange confirms an action plan, questioning their understanding of the task.",Task-Related,A question is asked without any implicit uncertainty or certainty.,None,"The phrase ""Go up here right?"" is a tag question because it confirms the information with 'right?' at the end.",Tag Question,Seeks confirmation as an option or suggestion about the direction to go.,Offer/Option,2,Course1_Level4,234,Orange,Go up here right?
00:06:20.720,00:06:21.380,"The speaker acknowledges the instruction clearly with 'Okay, okay.'.",Success,"'Okay, okay.' is an acknowledgment or confirmation, managing conversational flow, hence Tc.",Communication Management,An acknowledgment with no expressed uncertainty or certainty.,None,"'Okay, okay.' is a minimal acknowledgment or agreement, making it non-sentential.",Non-Sentential / Listener Response,Blue acknowledges Orange's understanding.,Acknowledgement,2,Course1_Level4,235,Blue,"Okay, okay."
00:06:21.480,00:06:23.560,"The utterance ends with '--', indicating an abandoned thought. Despite attempts, the speaker doesn't complete a clear thought.",Abandoned,"'Imma -- Imma -- Imma gonna drop this uh box now.' conveys action execution, thus is task-related (T).",Task-Related,Hesitation with repeated words before dropping the box and the use of 'uh' signals hedging/uncertainty.,Hedging,"The first part is non-sentential, expressing hesitation, and the phrase 'gonna drop this uh box now' is an imperative, indicating intent to act.","Imperative, Non-Sentential / Listener Response","Blue is stating an imminent action to drop the box, which can be seen as a directive.",Directive,2,Course1_Level4,236,Blue,Imma -- Imma -- Imma gonna drop this uh box now.
00:06:24.380,00:06:24.580,Simple affirmation 'Yeah' is clear and complete.,Success,"'Yeah.' is a simple acknowledgment, which is part of communication management, so it is Tc.",Communication Management,A simple agreement with no expressed uncertainty or certainty.,None,'Yeah' serves as a backchannel or non-sentential acknowledgment.,Non-Sentential / Listener Response,Orange is agreeing or committing to the course of action.,Commit,2,Course1_Level4,237,Orange,Yeah.
00:06:25.260,00:06:26.160,The instruction is clear and actionable.,Success,"'Okay now, now go.' is a task-related directive, falling under T.",Task-Related,A direct command with no expressed uncertainty or certainty.,None,"'Go.' is a command, which is an imperative.",Imperative,Blue is directing Orange to take action now.,Directive,2,Course1_Level4,238,Blue,"Okay now, now go."
00:06:28.120,00:06:28.860,"'Go, but -- but --' indicates an abandoned thought as it ends with '--'.",Abandoned,"'Go, but -- but --' indicates an incomplete thought, marking Ni.","Communication Management, Not Enough Information",The repetition of 'but' indicates hesitation or uncertainty.,Hedging,"'Go' is an imperative command, and 'but -- but --' serves as non-sentential indicating hesitation or interruption.","Imperative, Non-Sentential / Listener Response","Orange expresses confusion or hesitation, interjecting with an emotional response.",Expressive,2,Course1_Level4,239,Orange,"Go, but -- but --"
00:06:29.240,00:06:29.640,"Although brief, 'Wait, uh.' successfully conveys the intention to pause.",Success,"'Wait, uh.' functions as managing conversational flow or turn-taking due to the pause, marking Tc.",Communication Management,The use of 'uh' indicates hesitation or uncertainty.,Hedging,"'Wait, uh.' is non-sentential, with 'Wait' as an imperative and 'uh' indicating hesitation.",Non-Sentential / Listener Response,Blue is expressing hesitation or alertness with an interjection.,"Acknowledgement, Expressive",2,Course1_Level4,240,Blue,"Wait, uh."
00:06:29.240,00:06:29.420,"Brief but complete, 'Wait.' successfully conveys the intention to stop.",Success,"'Wait.' indicates managing the flow of the conversation or a pause in action, therefore Tc.",Communication Management,A directive to 'wait' with no expressed uncertainty or certainty.,None,The single word 'Wait' functions as a command.,Imperative,"Orange is expressing a pause, possibly due to uncertainty or alert.",Expressive,2,Course1_Level4,241,Orange,Wait.
00:06:29.960,00:06:31.000,"The speaker switches from 'That --' to 'no, that goes up to the box.' indicating a self-correction.",Correction,"'That -- no, that goes up to the box.' describes the state of the environment (where something leads), marking Ws.",World State,A neutral statement with no expressed uncertainty or certainty.,None,"'That -- no, that goes up to the box.' states a fact that can be evaluated as true or false.",Proposition,There is not enough context to determine the purpose of this statement.,Not Enough Information,2,Course1_Level4,242,Blue,"That -- no, that goes up to the box."
00:06:30.640,00:06:32.940,The utterance is an incomplete thought with 'I -- I see -- I see the one' ending abruptly.,Abandoned,"Orange acknowledges or confirms understanding, which manages the conversational flow.",Communication Management,Doesn't explicitly express certainty or uncertainty. It’s more of a realization.,None,"This statement indicates a realization, does not ask for anything or complete an imperative.",Proposition,Acknowledges receipt of information and confirms understanding.,Confirmation/Status Marker,2,Course1_Level4,243,Orange,"Oh, I -- I see -- I see the one."
00:06:31.560,00:06:31.900,"A simple affirmation, 'Yeah.' clearly communicates agreement or acknowledgment.",Success,"A simple acknowledgment of the previous statement, helping manage conversation flow.",Communication Management,"Simple confirmation, no expression of certainty or uncertainty.",None,"This statement acknowledges prior information, showing agreement.",Non-Sentential / Listener Response,Acknowledges Orange's understanding in the previous line.,Commit,2,Course1_Level4,244,Blue,Yeah.
00:06:32.940,00:06:33.460,"The utterance, 'Okay, wait, but --' indicates an abandoned thought.",Abandoned,"Orange uses ""Okay, wait, but --"" to manage the conversation flow, possibly to interrupt or raise a point.",Communication Management,Incomplete statement but not enough context to label it as Ni. Appears neutral.,None,An incomplete statement that starts as a command or an interruption.,"Imperative, Non-Sentential / Listener Response","The utterance is incomplete, hesitating to finish the thought.",Not Enough Information,2,Course1_Level4,245,Orange,"Okay, wait, but --"
00:06:34.700,00:06:35.240,The utterance 'Uh.' is incomplete and doesn't convey a complete idea or correction.,Abandoned,"""Uh."" is incomplete and context is too limited to assign a definitive category.",Not Enough Information,Utterance too vague to capture hedging or certainty. More of a filler.,None,"Non-Interruptive filler uses hesitation, indicating thinking or surprise.",Non-Sentential / Listener Response,Expresses frustration or hesitation without contributing to the task.,Expressive,2,Course1_Level4,246,Orange,Uh.
00:06:34.740,00:06:35.060,"Simple affirmation 'Yeah, good.' indicating success or approval.",Success,"""Yeah, good."" acknowledges approval, which expresses an emotional evaluation and confirms understanding.","Communication Management, Affective Evaluation","Simple confirmation, no expression of certainty or uncertainty.",None,Affirmation and acknowledgment of the situation without introducing new information.,Non-Sentential / Listener Response,Acknowledges Orange's realization and confirms progress.,Commit,2,Course1_Level4,247,Blue,"Yeah, good."
00:06:35.080,00:06:35.640,The instruction 'Get on the yellow.' is clear and successfully communicates a command.,Success,"""Get on the yellow."" is a command related to performing an in-game action.",Task-Related,A command doesn't express uncertainty or certainty in this context.,None,"Directing or instructing action of another player, fits the construct of imperative.",Imperative,Blue is giving a direct command for action.,Directive,2,Course1_Level4,248,Blue,Get on the yellow.
00:06:35.360,00:06:36.100,The statement 'I see the box.' clearly communicates observation and is successful.,Success,"Describes seeing the box, providing information about the current world state.",World State,Observation or simple statement without indication of certainty or doubt.,None,The statement provides a newfound realization of its visibility without commanding or inquiring.,Proposition,"Confirms new knowledge about the game state, contributing to task completion.",Confirmation/Status Marker,2,Course1_Level4,249,Orange,I see the box.
00:06:37.420,00:06:37.980,The instruction 'Go to yellow.' is clear and successfully communicates a command.,Success,"""Go to yellow."" is a directive that relates to the task and planning.",Task-Related,Direct command with no expression of certainty or hesitation.,None,"Directs action, follows conventional structure for commands.",Imperative,Orange issues a clear directive to go to a specific location.,Directive,2,Course1_Level4,250,Orange,Go to yellow.
00:06:38.440,00:06:39.340,"The utterance 'Yeah, and then --' is an incomplete thought with a trailing '--', indicating abandonment.",Abandoned,"Indicates ongoing conversational management as the thought isn't completed, but implies a continuation.",Communication Management,"The statement 'Yeah, and then --' is cut off, not providing enough context to determine certainty or uncertainty.",Not Enough Information,"This is a fragmentary but meaningful contribution, likely indicating agreement and continuation ('and then --').",Non-Sentential / Listener Response,"The utterance 'Yeah, and then --' is incomplete and lacks context for classification.",Not Enough Information,2,Course1_Level4,251,Blue,"Yeah, and then --"
00:06:40.100,00:06:41.380,"'Uh, okay, okay.' is a complete acknowledgment and successfully communicates acceptance.",Success,Provides acknowledgment and indicates an understanding or acceptance of the previous statement or plan.,Communication Management,The use of 'Uh' indicates hesitation or uncertainty.,Hedging,"'Uh, okay, okay.' serves as a non-sentential acknowledgment and hesitation.",Non-Sentential / Listener Response,"The utterance 'Uh, okay, okay.' is an expressive acknowledging uncertainty or hesitation.",Expressive,2,Course1_Level4,252,Orange,"Uh, okay, okay."
00:06:42.220,00:06:42.740,"The exclamation 'Oh!' is a complete expression of surprise or realization, successfully communicated.",Success,"'Oh!' indicates a possible reaction or realization, contributing to smooth conversational flow.","Communication Management, Affective Evaluation",The exclamation 'Oh!' doesn't convey certainty or uncertainty. It's a reaction.,None,The utterance 'Oh!' expresses an emotional reaction or surprise.,Exclamation,"The utterance 'Oh!' is a spontaneous emotional reaction, likely an expressive.",Expressive,2,Course1_Level4,253,Blue,Oh!
00:06:42.260,00:06:42.480,The brief affirmation 'Yup.' successfully communicates agreement or acknowledgment.,Success,A simple acknowledgment to maintain conversational flow.,Communication Management,'Yup.' is a simple affirmation without explicit certainty or uncertainty.,None,'Yup.' is a non-sentential acknowledgment or confirmation.,Non-Sentential / Listener Response,The utterance 'Yup.' is acknowledging the previous statement or action.,Acknowledgement,2,Course1_Level4,254,Orange,Yup.
00:06:43.040,00:06:43.660,"'Wait, okay, hold up.' is a complete utterance that successfully conveys a request for a pause or attention.",Success,"'Wait, okay, hold up' is used to manage the conversational turn and perhaps pause action.",Communication Management,"The phrase 'Wait, okay, hold up.' is a directive or command, pausing action without expressing uncertainty.",None,"'Wait, okay, hold up.' is an imperative asking someone to pause or stop.",Imperative,"The utterance 'Wait, okay, hold up.' is an expressive indicating the speaker's need to pause.",Expressive,2,Course1_Level4,255,Blue,"Wait, okay, hold up."
00:06:43.840,00:06:44.980,"The plan 'Okay, Imma send you through this.' is clearly communicated and understandable.",Success,"Indicates a planned action, suggesting an execution step by sending Orange through something.",Task-Related,"The statement 'Okay, Imma send you through this.' is a directive with a neutral tone, indicating action rather than uncertainty or certainty.",None,"'Okay, Imma send you through this.' is an imperative indicating intent to perform an action.",Imperative,"The utterance 'Okay, Imma send you through this.' is an offer indicating a proposed course of action.",Offer/Option,2,Course1_Level4,256,Blue,"Okay, Imma send you through this."
00:06:45.620,00:06:46.040,"The initial 'Oh, wait, no, no, no.' indicates a self-correction as the speaker changes their mind.",Correction,"Expresses a correction or reconsideration of the previous statement, affecting conversational management.",Communication Management,"The use of 'oh, wait, no, no, no' shows second-guessing, indicating hedging or uncertainty.",Hedging,"'Oh, wait, no, no, no.' is an imperative urging to stop or reconsider an action.",Imperative,"The utterance 'Oh, wait, no, no, no.' is an expressive indicating a realization or change of plan.",Expressive,2,Course1_Level4,257,Blue,"Oh, wait, no, no, no."
00:06:46.700,00:06:47.460,"The instruction 'Okay, now get on it.' is complete and clear, successfully communicated.",Success,"Command to execute a task, specifically instructing to get on something.",Task-Related,"The directive 'Okay, now get on it.' is clear and does not imply uncertainty or certainty.",None,"'Okay, now get on it.' is a command instructing an action to be taken.",Imperative,"The utterance 'Okay, now get on it.' is a command or directive to take action.",Directive,2,Course1_Level4,258,Blue,"Okay, now get on it."
00:06:48.860,00:06:49.240,"The response confirms understanding and intention to comply, successfully communicated.",Success,'You got it' acknowledges understanding and agreement with a task-related action.,"Task-Related, Communication Management","'You got it' shows confirmation, expressing confidence.",Certainty,"Non-sentential: 'You got it.' serves as an acknowledgment, acting as a listener response showing agreement or understanding.",Non-Sentential / Listener Response,Commits to Blue's directive by accepting it.,Commit,2,Course1_Level4,259,Orange,You got it.
00:06:49.260,00:06:50.700,The instruction is clear and successfully communicated.,Success,Gives a task-related directive to 'go down' indicating an action.,Task-Related,"The statement is a clear direction, indicating confidence.",Certainty,"Command instruction: 'Okay, now you go down.' is an imperative as it is an instruction directed towards Orange.",Imperative,Directive for Orange to go down.,Directive,2,Course1_Level4,260,Blue,"Okay, now you go down."
00:06:49.400,00:06:49.680,The response is an acknowledgment and is successfully communicated.,Success,Acknowledges understanding and likely readiness to execute a task-related action.,"Task-Related, Communication Management","'Okay' is an affirmation indicating compliance, showing confidence.",Certainty,"Non-sentential: 'Okay.' is a backchannel or acknowledgment, indicating understanding or agreement without a full sentence.",Non-Sentential / Listener Response,Commits to Blue's directive by following the given instruction.,Commit,2,Course1_Level4,261,Orange,Okay.
00:06:51.160,00:06:51.440,The utterance 'Oh.' is an incomplete expression of thought without further context or completion.,Abandoned,"An expression of surprise or a reaction, which shows emotion.",Affective Evaluation,It's an expression of realization or reaction without additional context.,None,"Exclamation or acknowledgement: 'Oh.' as an emotional exclamation or moment of realization, also fragmentary and acting as Non-Sentential.","Exclamation, Non-Sentential / Listener Response",Expressive emotional reaction or realization.,Expressive,2,Course1_Level4,262,Orange,Oh.
00:06:52.600,00:06:53.040,"The phrase 'Down it.' is clear and indicates an action, hence successfully communicated.",Success,"The phrase 'Down it' suggests performing an action, relevant to task execution.",Task-Related,Expressing a command or direction with confidence.,Certainty,"Non-sentential: 'Down it.' acts as a fragmentary acknowledgment, somewhat elliptical but meaningful, matching Non-Sentential.",Non-Sentential / Listener Response,Directive to go down or perform a specific action related to going down.,Directive,2,Course1_Level4,263,Orange,Down it.
